,DOI,Journal,Type,Title,Publish_Time,Issue_Time,Co Author,Author,Rank,Nationality,Abs_country,Abs_GPE,Abs_LOC,index,Nationality_clean,country_code,region_code,GPE,NORP,LOC,ORG,LANG
1108,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Morten E. Allentoft,Other,Denmark,['24'],['South Germany' 'Alburg' 'Indo'],[],1108,Denmark,DK,EU,,,,,
1109,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Tim Knowles,Other,United Kingdom,['24'],['South Germany' 'Alburg' 'Indo'],[],1109,United Kingdom,GB,EU,,,,,
1110,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Guus Kroonen,Other,Netherlands,['24'],['South Germany' 'Alburg' 'Indo'],[],1110,Netherlands,NL,EU,,,,,
1111,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Alistair W. G. Pike,Other,United Kingdom,['24'],['South Germany' 'Alburg' 'Indo'],[],1111,United Kingdom,GB,EU,,,,,
1112,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Peter Schröter,Other,Germany,['24'],['South Germany' 'Alburg' 'Indo'],[],1112,Germany,DE,EU,,,,,
1113,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Keri A. Brown,Other,United Kingdom,['24'],['South Germany' 'Alburg' 'Indo'],[],1113,United Kingdom,GB,EU,,,,,
1114,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Kate Robson Brown,Other,United Kingdom,['24'],['South Germany' 'Alburg' 'Indo'],[],1114,United Kingdom,GB,EU,,,,,
1115,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Richard J. Harrison,Other,United Kingdom,['24'],['South Germany' 'Alburg' 'Indo'],[],1115,United Kingdom,GB,EU,,,,,
1116,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Francois Bertemes,Other,Germany,['24'],['South Germany' 'Alburg' 'Indo'],[],1116,Germany,DE,EU,,,,,
1117,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,David Reich,Other,United States of America,['24'],['South Germany' 'Alburg' 'Indo'],[],1117,United States,US,NA,,,,,
1118,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Kristian Kristiansen,Other,Sweden,['24'],['South Germany' 'Alburg' 'Indo'],[],1118,Sweden,SE,EU,,,,,
1119,https://doi.org/10.1371/journal.pone.0241278,PLOS ONE,Research Article,"kinship and social organization in copper age europe. a cross-disciplinary analysis of archaeology, dna, isotopes, and anthropology from two bell beaker cemeteries","November 16, 2020","November 16, 2020",True,Volker Heyd,Other,Finland,['24'],['South Germany' 'Alburg' 'Indo'],[],1119,Finland,FI,EU,,,,,
1120,https://doi.org/10.1371/journal.pone.0241133,PLOS ONE,Research Article,"the furnace and the goat—a spatio-temporal model of the fuelwood requirement for iron metallurgy on elba island, 4th century bce to 2nd century ce","November 12, 2020","November 12, 2020",True,Fabian Becker,First,Germany,[],['Italia'],['Elba Island' 'Elba Island' 'Elba Island'],1120,Germany,DE,EU,,,['elba island'],,
1121,https://doi.org/10.1371/journal.pone.0241133,PLOS ONE,Research Article,"the furnace and the goat—a spatio-temporal model of the fuelwood requirement for iron metallurgy on elba island, 4th century bce to 2nd century ce","November 12, 2020","November 12, 2020",True,Nataša Djurdjevac Conrad,Other,Germany,[],['Italia'],['Elba Island' 'Elba Island' 'Elba Island'],1121,Germany,DE,EU,,,['elba island'],,
1122,https://doi.org/10.1371/journal.pone.0241133,PLOS ONE,Research Article,"the furnace and the goat—a spatio-temporal model of the fuelwood requirement for iron metallurgy on elba island, 4th century bce to 2nd century ce","November 12, 2020","November 12, 2020",True,Raphael A. Eser,Other,Germany,[],['Italia'],['Elba Island' 'Elba Island' 'Elba Island'],1122,Germany,DE,EU,,,['elba island'],,
1123,https://doi.org/10.1371/journal.pone.0241133,PLOS ONE,Research Article,"the furnace and the goat—a spatio-temporal model of the fuelwood requirement for iron metallurgy on elba island, 4th century bce to 2nd century ce","November 12, 2020","November 12, 2020",True,Luzie Helfmann,Other,Germany,[],['Italia'],['Elba Island' 'Elba Island' 'Elba Island'],1123,Germany,DE,EU,,,['elba island'],,
1124,https://doi.org/10.1371/journal.pone.0241133,PLOS ONE,Research Article,"the furnace and the goat—a spatio-temporal model of the fuelwood requirement for iron metallurgy on elba island, 4th century bce to 2nd century ce","November 12, 2020","November 12, 2020",True,Brigitta Schütt,Other,Germany,[],['Italia'],['Elba Island' 'Elba Island' 'Elba Island'],1124,Germany,DE,EU,,,['elba island'],,
1125,https://doi.org/10.1371/journal.pone.0241133,PLOS ONE,Research Article,"the furnace and the goat—a spatio-temporal model of the fuelwood requirement for iron metallurgy on elba island, 4th century bce to 2nd century ce","November 12, 2020","November 12, 2020",True,Christof Schütte,Other,Germany,[],['Italia'],['Elba Island' 'Elba Island' 'Elba Island'],1125,Germany,DE,EU,,,['elba island'],,
1126,https://doi.org/10.1371/journal.pone.0241133,PLOS ONE,Research Article,"the furnace and the goat—a spatio-temporal model of the fuelwood requirement for iron metallurgy on elba island, 4th century bce to 2nd century ce","November 12, 2020","November 12, 2020",True,Johannes Zonker,Other,Germany,[],['Italia'],['Elba Island' 'Elba Island' 'Elba Island'],1126,Germany,DE,EU,,,['elba island'],,
1127,https://doi.org/10.1371/journal.pone.0239865,PLOS ONE,Research Article,split-based points from the swabian jura highlight aurignacian regional signatures,"November 10, 2020","November 10, 2020",True,Keiko Kitagawa,First,Germany,['31' 'Germany' 'France'],['Germany' 'France' 'Cantabria'],[],1127,Germany,DE,EU,,"['swabian', 'aurignacian']",['jura'],,
1128,https://doi.org/10.1371/journal.pone.0239865,PLOS ONE,Research Article,split-based points from the swabian jura highlight aurignacian regional signatures,"November 10, 2020","November 10, 2020",True,Nicholas J. Conard,Other,Germany,['31' 'Germany' 'France'],['Germany' 'France' 'Cantabria'],[],1128,Germany,DE,EU,,"['swabian', 'aurignacian']",['jura'],,
1129,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Vincent Bonhomme,First,France,[],[],[],1129,France,FR,EU,,,,,
1130,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Sandrine Picq,Other,Canada,[],[],[],1130,Canada,CA,NA,,,,,
1131,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Sarah Ivorra,Other,France,[],[],[],1131,France,FR,EU,,,,,
1132,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Allowen Evin,Other,France,[],[],[],1132,France,FR,EU,,,,,
1133,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Thierry Pastor,Other,France,[],[],[],1133,France,FR,EU,,,,,
1134,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Roberto Bacilieri,Other,France,[],[],[],1134,France,FR,EU,,,,,
1135,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Thierry Lacombe,Other,France,[],[],[],1135,France,FR,EU,,,,,
1136,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Isabel Figueiral,Other,France,[],[],[],1136,France,FR,EU,,,,,
1137,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Jean-Frédéric Terral,Other,France,[],[],[],1137,France,FR,EU,,,,,
1138,https://doi.org/10.1371/journal.pone.0239863,PLOS ONE,Research Article,eco-evo-devo implications and archaeobiological perspectives of trait covariance in fruits of wild and domesticated grapevines,"November 6, 2020","November 6, 2020",True,Laurent Bouby,Other,France,[],[],[],1138,France,FR,EU,,,,,
1139,https://doi.org/10.1371/journal.pone.0240474,PLOS ONE,Research Article,were domestic camelids present on the prehispanic south american agricultural frontier? an ancient dna study,"November 5, 2020","November 5, 2020",True,Cinthia Carolina Abbona,First,Argentina,['Argentina'],['Mendoza Province' 'Argentina' 'Mendoza Province'],['South America' 'Andes'],1139,Argentina,AR,SA,,,['south american'],,
1140,https://doi.org/10.1371/journal.pone.0240474,PLOS ONE,Research Article,were domestic camelids present on the prehispanic south american agricultural frontier? an ancient dna study,"November 5, 2020","November 5, 2020",True,Gustavo Neme Adolfo,Other,Argentina,['Argentina'],['Mendoza Province' 'Argentina' 'Mendoza Province'],['South America' 'Andes'],1140,Argentina,AR,SA,,,['south american'],,
1141,https://doi.org/10.1371/journal.pone.0240474,PLOS ONE,Research Article,were domestic camelids present on the prehispanic south american agricultural frontier? an ancient dna study,"November 5, 2020","November 5, 2020",True,Jeff Johnson,Other,United States of America,['Argentina'],['Mendoza Province' 'Argentina' 'Mendoza Province'],['South America' 'Andes'],1141,United States,US,NA,,,['south american'],,
1142,https://doi.org/10.1371/journal.pone.0240474,PLOS ONE,Research Article,were domestic camelids present on the prehispanic south american agricultural frontier? an ancient dna study,"November 5, 2020","November 5, 2020",True,Tracy Kim,Other,United States of America,['Argentina'],['Mendoza Province' 'Argentina' 'Mendoza Province'],['South America' 'Andes'],1142,United States,US,NA,,,['south american'],,
1143,https://doi.org/10.1371/journal.pone.0240474,PLOS ONE,Research Article,were domestic camelids present on the prehispanic south american agricultural frontier? an ancient dna study,"November 5, 2020","November 5, 2020",True,Adolfo Fabian Gil,Other,Argentina,['Argentina'],['Mendoza Province' 'Argentina' 'Mendoza Province'],['South America' 'Andes'],1143,Argentina,AR,SA,,,['south american'],,
1144,https://doi.org/10.1371/journal.pone.0240474,PLOS ONE,Research Article,were domestic camelids present on the prehispanic south american agricultural frontier? an ancient dna study,"November 5, 2020","November 5, 2020",True,Steve Wolverton,Other,United States of America,['Argentina'],['Mendoza Province' 'Argentina' 'Mendoza Province'],['South America' 'Andes'],1144,United States,US,NA,,,['south american'],,
1145,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Stephanie Zesch,First,Germany,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1145,Germany,DE,EU,,,,,
1146,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Manuela Gander,Other,Germany,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1146,Germany,DE,EU,,,,,
1147,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Marc Loth,Other,Germany,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1147,Germany,DE,EU,,,,,
1148,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Stephanie Panzer,Other,Germany,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1148,Germany,DE,EU,,,,,
1149,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,M. Linda Sutherland,Other,United States of America,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1149,United States,US,NA,,,,,
1150,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Adel H. Allam,Other,Egypt,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1150,Egypt,EG,AF,,,,,
1151,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Ibrahem Badr,Other,Egypt,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1151,Egypt,EG,AF,,,,,
1152,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Gregory S. Thomas,Other,United States of America,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1152,United States,US,NA,,,,,
1153,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Saskia Wetzig,Other,Germany,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1153,Germany,DE,EU,,,,,
1154,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Albert Zink,Other,Italy,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1154,Italy,IT,EU,,,,,
1155,https://doi.org/10.1371/journal.pone.0240900,PLOS ONE,Research Article,decorated bodies for eternal life: a multidisciplinary study of late roman period stucco-shrouded portrait mummies from saqqara (egypt),"November 4, 2020","November 4, 2020",True,Wilfried Rosendahl,Other,Germany,['Egypt' 'Germany'],['Egypt' 'Memphis' 'Dresden' 'Germany'],[],1155,Germany,DE,EU,,,,,
1156,https://doi.org/10.1371/journal.pone.0240739,PLOS ONE,Research Article,seasonal movements of bronze age transhumant pastoralists in western xinjiang,"November 4, 2020","November 4, 2020",True,Peter Jia,First,China,['China' 'Australia'],['Xinjiang' 'China' 'Australia'],[],1156,China,CN,AS,['xinjiang'],,,,
1157,https://doi.org/10.1371/journal.pone.0240739,PLOS ONE,Research Article,seasonal movements of bronze age transhumant pastoralists in western xinjiang,"November 4, 2020","November 4, 2020",True,Gino Caspari,Other,Switzerland,['China' 'Australia'],['Xinjiang' 'China' 'Australia'],[],1157,Switzerland,CH,EU,['xinjiang'],,,,
1158,https://doi.org/10.1371/journal.pone.0240739,PLOS ONE,Research Article,seasonal movements of bronze age transhumant pastoralists in western xinjiang,"November 4, 2020","November 4, 2020",True,Alison Betts,Other,Australia,['China' 'Australia'],['Xinjiang' 'China' 'Australia'],[],1158,Australia,AU,OC,['xinjiang'],,,,
1159,https://doi.org/10.1371/journal.pone.0240739,PLOS ONE,Research Article,seasonal movements of bronze age transhumant pastoralists in western xinjiang,"November 4, 2020","November 4, 2020",True,Bahaa Mohamadi,Other,China,['China' 'Australia'],['Xinjiang' 'China' 'Australia'],[],1159,China,CN,AS,['xinjiang'],,,,
1160,https://doi.org/10.1371/journal.pone.0240739,PLOS ONE,Research Article,seasonal movements of bronze age transhumant pastoralists in western xinjiang,"November 4, 2020","November 4, 2020",True,Timo Balz,Other,China,['China' 'Australia'],['Xinjiang' 'China' 'Australia'],[],1160,China,CN,AS,['xinjiang'],,,,
1161,https://doi.org/10.1371/journal.pone.0240739,PLOS ONE,Research Article,seasonal movements of bronze age transhumant pastoralists in western xinjiang,"November 4, 2020","November 4, 2020",True,Dexin Cong,Other,China,['China' 'Australia'],['Xinjiang' 'China' 'Australia'],[],1161,China,CN,AS,['xinjiang'],,,,
1162,https://doi.org/10.1371/journal.pone.0240739,PLOS ONE,Research Article,seasonal movements of bronze age transhumant pastoralists in western xinjiang,"November 4, 2020","November 4, 2020",True,Hui Shen,Other,China,['China' 'Australia'],['Xinjiang' 'China' 'Australia'],[],1162,China,CN,AS,['xinjiang'],,,,
1163,https://doi.org/10.1371/journal.pone.0240739,PLOS ONE,Research Article,seasonal movements of bronze age transhumant pastoralists in western xinjiang,"November 4, 2020","November 4, 2020",True,Qi Meng,Other,Australia,['China' 'Australia'],['Xinjiang' 'China' 'Australia'],[],1163,Australia,AU,OC,['xinjiang'],,,,
1164,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Ba-Hoang-Anh Mai,First,Vietnam,['400'],['B. quintana'],[],1164,Vietnam,VN,AS,,,,,
1165,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Rémi Barbieri,Other,France,['400'],['B. quintana'],[],1165,France,FR,EU,,,,,
1166,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Thomas Chenal,Other,France,['400'],['B. quintana'],[],1166,France,FR,EU,,,,,
1167,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Dominique Castex,Other,France,['400'],['B. quintana'],[],1167,France,FR,EU,,,,,
1168,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Richard Jonvel,Other,France,['400'],['B. quintana'],[],1168,France,FR,EU,,,,,
1169,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Davide Tanasi,Other,United States of America,['400'],['B. quintana'],[],1169,United States,US,NA,,,,,
1170,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Patrice Georges-Zimmermann,Other,France,['400'],['B. quintana'],[],1170,France,FR,EU,,,,,
1171,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Olivier Dutour,Other,France,['400'],['B. quintana'],[],1171,France,FR,EU,,,,,
1172,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,David Peressinotto,Other,France,['400'],['B. quintana'],[],1172,France,FR,EU,,,,,
1173,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Coralie Demangeot,Other,France,['400'],['B. quintana'],[],1173,France,FR,EU,,,,,
1174,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Michel Drancourt,Other,France,['400'],['B. quintana'],[],1174,France,FR,EU,,,,,
1175,https://doi.org/10.1371/journal.pone.0239526,PLOS ONE,Research Article,five millennia of bartonella quintana bacteraemia,"November 4, 2020","November 4, 2020",True,Gérard Aboudharam,Other,France,['400'],['B. quintana'],[],1175,France,FR,EU,,,,,
1176,https://doi.org/10.1371/journal.pone.0240799,PLOS ONE,Research Article,"beyond megadrought and collapse in the northern levant: the chronology of tell tayinat and two historical inflection episodes, around 4.2ka bp, and following 3.2ka bp","October 29, 2020","October 29, 2020",True,Sturt W. Manning,First,United States of America,['Turkey'],['Turkey'],[],1176,United States,US,NA,,,,,
1177,https://doi.org/10.1371/journal.pone.0240799,PLOS ONE,Research Article,"beyond megadrought and collapse in the northern levant: the chronology of tell tayinat and two historical inflection episodes, around 4.2ka bp, and following 3.2ka bp","October 29, 2020","October 29, 2020",True,Brita Lorentzen,Other,United States of America,['Turkey'],['Turkey'],[],1177,United States,US,NA,,,,,
1178,https://doi.org/10.1371/journal.pone.0240799,PLOS ONE,Research Article,"beyond megadrought and collapse in the northern levant: the chronology of tell tayinat and two historical inflection episodes, around 4.2ka bp, and following 3.2ka bp","October 29, 2020","October 29, 2020",True,Lynn Welton,Other,United Kingdom,['Turkey'],['Turkey'],[],1178,United Kingdom,GB,EU,,,,,
1179,https://doi.org/10.1371/journal.pone.0240799,PLOS ONE,Research Article,"beyond megadrought and collapse in the northern levant: the chronology of tell tayinat and two historical inflection episodes, around 4.2ka bp, and following 3.2ka bp","October 29, 2020","October 29, 2020",True,Stephen Batiuk,Other,Canada,['Turkey'],['Turkey'],[],1179,Canada,CA,NA,,,,,
1180,https://doi.org/10.1371/journal.pone.0240799,PLOS ONE,Research Article,"beyond megadrought and collapse in the northern levant: the chronology of tell tayinat and two historical inflection episodes, around 4.2ka bp, and following 3.2ka bp","October 29, 2020","October 29, 2020",True,Timothy P. Harrison,Other,Canada,['Turkey'],['Turkey'],[],1180,Canada,CA,NA,,,,,
1181,https://doi.org/10.1371/journal.pone.0240481,PLOS ONE,Research Article,redefining shared symbolic networks during the gravettian in western europe: new data from the rock art findings in aitzbitarte caves (northern spain),"October 28, 2020","October 28, 2020",True,Diego Garate,First,Spain,['France'],['France'],['Aitzbitarte Hill' 'Iberian Peninsula'],1181,Spain,ES,EU,,,"['western europe', 'aitzbitarte caves', 'northern spain']",,
1182,https://doi.org/10.1371/journal.pone.0240481,PLOS ONE,Research Article,redefining shared symbolic networks during the gravettian in western europe: new data from the rock art findings in aitzbitarte caves (northern spain),"October 28, 2020","October 28, 2020",True,Olivia Rivero,Other,Spain,['France'],['France'],['Aitzbitarte Hill' 'Iberian Peninsula'],1182,Spain,ES,EU,,,"['western europe', 'aitzbitarte caves', 'northern spain']",,
1183,https://doi.org/10.1371/journal.pone.0240481,PLOS ONE,Research Article,redefining shared symbolic networks during the gravettian in western europe: new data from the rock art findings in aitzbitarte caves (northern spain),"October 28, 2020","October 28, 2020",True,Joseba Rios-Garaizar,Other,Spain,['France'],['France'],['Aitzbitarte Hill' 'Iberian Peninsula'],1183,Spain,ES,EU,,,"['western europe', 'aitzbitarte caves', 'northern spain']",,
1184,https://doi.org/10.1371/journal.pone.0240481,PLOS ONE,Research Article,redefining shared symbolic networks during the gravettian in western europe: new data from the rock art findings in aitzbitarte caves (northern spain),"October 28, 2020","October 28, 2020",True,Martín Arriolabengoa,Other,Spain,['France'],['France'],['Aitzbitarte Hill' 'Iberian Peninsula'],1184,Spain,ES,EU,,,"['western europe', 'aitzbitarte caves', 'northern spain']",,
1185,https://doi.org/10.1371/journal.pone.0240481,PLOS ONE,Research Article,redefining shared symbolic networks during the gravettian in western europe: new data from the rock art findings in aitzbitarte caves (northern spain),"October 28, 2020","October 28, 2020",True,Iñaki Intxaurbe,Other,Spain,['France'],['France'],['Aitzbitarte Hill' 'Iberian Peninsula'],1185,Spain,ES,EU,,,"['western europe', 'aitzbitarte caves', 'northern spain']",,
1186,https://doi.org/10.1371/journal.pone.0240481,PLOS ONE,Research Article,redefining shared symbolic networks during the gravettian in western europe: new data from the rock art findings in aitzbitarte caves (northern spain),"October 28, 2020","October 28, 2020",True,Sergio Salazar,Other,Spain,['France'],['France'],['Aitzbitarte Hill' 'Iberian Peninsula'],1186,Spain,ES,EU,,,"['western europe', 'aitzbitarte caves', 'northern spain']",,
1187,https://doi.org/10.1371/journal.pone.0241068,PLOS ONE,Research Article,"nubian levallois reduction strategies in the tankwa karoo, south africa","October 22, 2020","October 22, 2020",True,Emily Hallinan,First,United Kingdom,[],['Arabia' 'Levant'],['Africa' 'Africa'],1187,United Kingdom,GB,EU,"['the tankwa karoo', 'south africa']",['nubian'],,,
1188,https://doi.org/10.1371/journal.pone.0241068,PLOS ONE,Research Article,"nubian levallois reduction strategies in the tankwa karoo, south africa","October 22, 2020","October 22, 2020",True,Matthew Shaw,Other,Australia,[],['Arabia' 'Levant'],['Africa' 'Africa'],1188,Australia,AU,OC,"['the tankwa karoo', 'south africa']",['nubian'],,,
1189,https://doi.org/10.1371/journal.pone.0239831,PLOS ONE,Research Article,the length of a scroll: quantitative evaluation of material reconstructions,"October 21, 2020","October 21, 2020",True,Eshbal Ratzon,First,Israel,['Egypt'],['Egypt' 'Qumran' 'Herculaneum'],[],1189,Israel,IL,AS,,,,,
1190,https://doi.org/10.1371/journal.pone.0239831,PLOS ONE,Research Article,the length of a scroll: quantitative evaluation of material reconstructions,"October 21, 2020","October 21, 2020",True,Nachum Dershowitz,Other,Israel,['Egypt'],['Egypt' 'Qumran' 'Herculaneum'],[],1190,Israel,IL,AS,,,,,
1191,https://doi.org/10.1371/journal.pone.0239861,PLOS ONE,Research Article,diet and subsistence in bronze age pastoral communities from the southern russian steppes and the north caucasus,"October 14, 2020","October 14, 2020",True,Corina Knipper,First,Germany,['50'],['Yamnaya' 'Novotitorovskaya' 'North Caucasian'],['the Caucasus Mountains' 'the Caucasus Mountains'],1191,Germany,DE,EU,,['russian'],"['steppes', 'the north caucasus']",,
