,Unnamed: 0,DOI,Journal,Type,Title,Publish_Time,Issue_Time,Co_Author,Author,Rank,Nationality,Abs_country,Abs_GPE,Abs_LOC,Nationality_clean,country_code,region_code,GPE,NORP,LOC,ORG,LANG
310,310,https://doi.org/10.1017/aaq.2019.60,American Antiquity,Articles,contact-era chronology building in iroquoia: age estimates for arendarhonon sites and implications for identifying champlain's cahiagué,11 October 2019, October 2019,True,Megan Anne Conger,Other,United States of America,[],[],['North America'],United States,US,NA,['iroquoia'],,"['arendarhonon', 'champlain']",,
311,311,https://doi.org/10.1017/aaq.2019.60,American Antiquity,Articles,contact-era chronology building in iroquoia: age estimates for arendarhonon sites and implications for identifying champlain's cahiagué,11 October 2019, October 2019,True,Michael W. Dee,Other,Netherlands,[],[],['North America'],Netherlands,NL,EU,['iroquoia'],,"['arendarhonon', 'champlain']",,
312,312,https://doi.org/10.1017/aaq.2019.60,American Antiquity,Articles,contact-era chronology building in iroquoia: age estimates for arendarhonon sites and implications for identifying champlain's cahiagué,11 October 2019, October 2019,True,Carol Griggs,Other,United States of America,[],[],['North America'],United States,US,NA,['iroquoia'],,"['arendarhonon', 'champlain']",,
313,313,https://doi.org/10.1017/aaq.2019.60,American Antiquity,Articles,contact-era chronology building in iroquoia: age estimates for arendarhonon sites and implications for identifying champlain's cahiagué,11 October 2019, October 2019,True,Carla S. Hadden,Communication,United States of America,[],[],['North America'],United States,US,NA,['iroquoia'],,"['arendarhonon', 'champlain']",,
314,314,https://doi.org/10.1017/aaq.2019.45,American Antiquity,Articles,lithic technological organization and hafting in early villages,27 June 2019, October 2019,True,Colin P. Quinn,First,United States of America,['Jordan'],['Dhra'],['Dhra' 'Southwest Asia'],United States,US,NA,,,,,
315,315,https://doi.org/10.1017/aaq.2019.45,American Antiquity,Articles,lithic technological organization and hafting in early villages,27 June 2019, October 2019,True,Nathan Goodale,Other,United States of America,['Jordan'],['Dhra'],['Dhra' 'Southwest Asia'],United States,US,NA,,,,,
316,316,https://doi.org/10.1017/aaq.2019.45,American Antiquity,Articles,lithic technological organization and hafting in early villages,27 June 2019, October 2019,True,William Andrefsky  Jr.,Other,United States of America,['Jordan'],['Dhra'],['Dhra' 'Southwest Asia'],United States,US,NA,,,,,
317,317,https://doi.org/10.1017/aaq.2019.45,American Antiquity,Articles,lithic technological organization and hafting in early villages,27 June 2019, October 2019,True,Ian Kuijt,Other,United States of America,['Jordan'],['Dhra'],['Dhra' 'Southwest Asia'],United States,US,NA,,,,,
318,318,https://doi.org/10.1017/aaq.2019.45,American Antiquity,Articles,lithic technological organization and hafting in early villages,27 June 2019, October 2019,True,Bill Finlayson,Communication,United Kingdom,['Jordan'],['Dhra'],['Dhra' 'Southwest Asia'],United Kingdom,GB,EU,,,,,
321,321,https://doi.org/10.1017/aaq.2019.30,American Antiquity,Articles,gendered places and depositional histories: reconstructing a menstrual lodge in the interior northwest,03 June 2019, July 2019,True,Molly Carney,First,United States of America,[],['Washington' 'Columbia Plateau'],[],United States,US,NA,,,,,
322,322,https://doi.org/10.1017/aaq.2019.30,American Antiquity,Articles,gendered places and depositional histories: reconstructing a menstrual lodge in the interior northwest,03 June 2019, July 2019,True,Jade d'Alpoim Guedes,Other,United States of America,[],['Washington' 'Columbia Plateau'],[],United States,US,NA,,,,,
323,323,https://doi.org/10.1017/aaq.2019.30,American Antiquity,Articles,gendered places and depositional histories: reconstructing a menstrual lodge in the interior northwest,03 June 2019, July 2019,True,Kevin J. Lyons,Other,United States of America,[],['Washington' 'Columbia Plateau'],[],United States,US,NA,,,,,
324,324,https://doi.org/10.1017/aaq.2019.30,American Antiquity,Articles,gendered places and depositional histories: reconstructing a menstrual lodge in the interior northwest,03 June 2019, July 2019,True,Melissa Goodman Elgar,Communication,United States of America,[],['Washington' 'Columbia Plateau'],[],United States,US,NA,,,,,
325,325,https://doi.org/10.1017/aaq.2019.31,American Antiquity,Articles,"the temporal distribution and duration of mississippian polities in alabama, georgia, mississippi, and tennessee",24 July 2019, July 2019,True,David J. Hally,First,United States of America,['Georgia' 'Georgia'],['Alabama' 'Georgia' 'Mississippi' 'Tennessee' 'Georgia'],[],United States,US,NA,"['alabama', 'georgia', 'mississippi', 'tennessee']",['mississippian'],,,
326,326,https://doi.org/10.1017/aaq.2019.31,American Antiquity,Articles,"the temporal distribution and duration of mississippian polities in alabama, georgia, mississippi, and tennessee",24 July 2019, July 2019,True,John F. Chamblee,Communication,United States of America,['Georgia' 'Georgia'],['Alabama' 'Georgia' 'Mississippi' 'Tennessee' 'Georgia'],[],United States,US,NA,"['alabama', 'georgia', 'mississippi', 'tennessee']",['mississippian'],,,
327,327,https://doi.org/10.1017/aaq.2019.34,American Antiquity,Articles,the cahokian crucible: burning ritual and the emergence of cahokian power in the mississippian midwest,12 July 2019, July 2019,True,Melissa R. Baltus,First,United States of America,[],['Cahokia'],[],United States,US,NA,,['mississippian'],,,
328,328,https://doi.org/10.1017/aaq.2019.34,American Antiquity,Articles,the cahokian crucible: burning ritual and the emergence of cahokian power in the mississippian midwest,12 July 2019, July 2019,True,Gregory D. Wilson,Communication,United States of America,[],['Cahokia'],[],United States,US,NA,,['mississippian'],,,
329,329,https://doi.org/10.1017/aaq.2019.32,American Antiquity,Articles,the radiocarbon record of the western stemmed tradition on the southern columbia plateau of western north america,24 July 2019, July 2019,True,Thomas J. Brown,First,Canada,['4'],['the Columbia Plateau'],['the Great Basin'],Canada,CA,NA,,,"['the southern columbia plateau', 'western north america']",,
330,330,https://doi.org/10.1017/aaq.2019.32,American Antiquity,Articles,the radiocarbon record of the western stemmed tradition on the southern columbia plateau of western north america,24 July 2019, July 2019,True,Daniel M. Gilmour,Other,United States of America,['4'],['the Columbia Plateau'],['the Great Basin'],United States,US,NA,,,"['the southern columbia plateau', 'western north america']",,
331,331,https://doi.org/10.1017/aaq.2019.32,American Antiquity,Articles,the radiocarbon record of the western stemmed tradition on the southern columbia plateau of western north america,24 July 2019, July 2019,True,Paul S. Solimano,Other,United States of America,['4'],['the Columbia Plateau'],['the Great Basin'],United States,US,NA,,,"['the southern columbia plateau', 'western north america']",,
332,332,https://doi.org/10.1017/aaq.2019.32,American Antiquity,Articles,the radiocarbon record of the western stemmed tradition on the southern columbia plateau of western north america,24 July 2019, July 2019,True,Kenneth M. Ames,Communication,United States of America,['4'],['the Columbia Plateau'],['the Great Basin'],United States,US,NA,,,"['the southern columbia plateau', 'western north america']",,
333,333,https://doi.org/10.1017/aaq.2019.33,American Antiquity,Articles,"reconsidering the chronology: carbonized food residue, accelerator mass spectrometry dates, and compositional analysis of a curated collection from the upper great lakes",10 June 2019, July 2019,True,Susan M. Kooiman,First,United States of America,[],['Michigan' 'Michigan'],['Drummond Island'],United States,US,NA,,,['the upper great lakes'],,
334,334,https://doi.org/10.1017/aaq.2019.33,American Antiquity,Articles,"reconsidering the chronology: carbonized food residue, accelerator mass spectrometry dates, and compositional analysis of a curated collection from the upper great lakes",10 June 2019, July 2019,True,Heather Walder,Communication,United States of America,[],['Michigan' 'Michigan'],['Drummond Island'],United States,US,NA,,,['the upper great lakes'],,
335,335,https://doi.org/10.1017/aaq.2019.29,American Antiquity,Articles,"cultural forests in cross section: clear-cuts reveal 1,100 years of bark harvesting on vancouver island, british columbia",23 May 2019, July 2019,False,Jacob K. Earnshaw,First,Canada,['Canada'],['Vancouver Island' 'British Columbia' 'Canada'],['Northwest Coast' 'the west coast'],Canada,CA,NA,"['vancouver island', 'british columbia']",,,,
336,336,https://doi.org/10.1017/aaq.2018.86,American Antiquity,Articles,declining foraging efficiency in the middle tennessee river valley prior to initial domestication,01 April 2019, April 2019,False,Elic M. Weitzel,First,United States of America,[],[],"['North America' 'eastern North America' 'Tennessee River'
 'the Middle Holocene' 'North America']",United States,US,NA,,,['the middle tennessee river valley'],,
337,337,https://doi.org/10.1017/aaq.2018.88,American Antiquity,Articles,dukha mobility in a constructed environment: past camp use predicts future use in the mongolian taiga,29 April 2019, April 2019,True,Randall Haas,First,United States of America,['4'],['Dukha'],[],United States,US,NA,,['mongolian'],['taiga'],,
338,338,https://doi.org/10.1017/aaq.2018.88,American Antiquity,Articles,dukha mobility in a constructed environment: past camp use predicts future use in the mongolian taiga,29 April 2019, April 2019,True,Todd A. Surovell,Other,United States of America,['4'],['Dukha'],[],United States,US,NA,,['mongolian'],['taiga'],,
339,339,https://doi.org/10.1017/aaq.2018.88,American Antiquity,Articles,dukha mobility in a constructed environment: past camp use predicts future use in the mongolian taiga,29 April 2019, April 2019,True,Matthew J. O'Brien,Communication,United States of America,['4'],['Dukha'],[],United States,US,NA,,['mongolian'],['taiga'],,
340,340,https://doi.org/10.1017/aaq.2018.91,American Antiquity,Articles,"bioarchaeological evidence for social maturation in the mortuary ritual of ipiutak and tigara hunter-gatherers: lifespan perspectives on the emergence of personhood at point hope, alaska",29 April 2019, April 2019,True,Lauryn C. Justice,First,United States of America,[],['Alaska'],[],United States,US,NA,['alaska'],"['ipiutak', 'tigara']",,,
341,341,https://doi.org/10.1017/aaq.2018.91,American Antiquity,Articles,"bioarchaeological evidence for social maturation in the mortuary ritual of ipiutak and tigara hunter-gatherers: lifespan perspectives on the emergence of personhood at point hope, alaska",29 April 2019, April 2019,True,Daniel H. Temple,Communication,United States of America,[],['Alaska'],[],United States,US,NA,['alaska'],"['ipiutak', 'tigara']",,,
342,342,https://doi.org/10.1017/aaq.2018.90,American Antiquity,Articles,"an optimal irrigation model: theory, experimental results, and implications for future research",29 April 2019, April 2019,True,Shannon A. Boomgarden,First,United States of America,[],['Utah' 'optimal' 'Fremont'],['Range Creek Canyon' 'Southwest' 'Range Creek Canyon'],United States,US,NA,,,,,
343,343,https://doi.org/10.1017/aaq.2018.90,American Antiquity,Articles,"an optimal irrigation model: theory, experimental results, and implications for future research",29 April 2019, April 2019,True,Duncan Metcalfe,Other,United States of America,[],['Utah' 'optimal' 'Fremont'],['Range Creek Canyon' 'Southwest' 'Range Creek Canyon'],United States,US,NA,,,,,
344,344,https://doi.org/10.1017/aaq.2018.90,American Antiquity,Articles,"an optimal irrigation model: theory, experimental results, and implications for future research",29 April 2019, April 2019,True,Ellyse T. Simons,Communication,United States of America,[],['Utah' 'optimal' 'Fremont'],['Range Creek Canyon' 'Southwest' 'Range Creek Canyon'],United States,US,NA,,,,,
345,345,https://doi.org/10.1017/aaq.2018.93,American Antiquity,Articles,a quantitative dwelling-scale approach to the social implications of maize horticulture in new england,29 April 2019, April 2019,True,William A. Farley,First,United States of America,[],[],"['New England' 'the Maritime Peninsula' 'the Woodland Period'
 'the Maritime Peninsula' 'New England' 'New England'
 'the Woodland Period' 'New England' 'the Maritime Peninsula'
 'New England']",United States,US,NA,['new england'],,,,
346,346,https://doi.org/10.1017/aaq.2018.93,American Antiquity,Articles,a quantitative dwelling-scale approach to the social implications of maize horticulture in new england,29 April 2019, April 2019,True,Amy N. Fox,Other,Canada,[],[],"['New England' 'the Maritime Peninsula' 'the Woodland Period'
 'the Maritime Peninsula' 'New England' 'New England'
 'the Woodland Period' 'New England' 'the Maritime Peninsula'
 'New England']",Canada,CA,NA,['new england'],,,,
347,347,https://doi.org/10.1017/aaq.2018.93,American Antiquity,Articles,a quantitative dwelling-scale approach to the social implications of maize horticulture in new england,29 April 2019, April 2019,True,M. Gabriel Hrynick,Communication,Canada,[],[],"['New England' 'the Maritime Peninsula' 'the Woodland Period'
 'the Maritime Peninsula' 'New England' 'New England'
 'the Woodland Period' 'New England' 'the Maritime Peninsula'
 'New England']",Canada,CA,NA,['new england'],,,,
348,348,https://doi.org/10.1017/aaq.2018.73,American Antiquity,Articles,a shoshonean prayerstone hypothesis: ritual cartographies of great basin incised stones,27 December 2018, January 2019,False,David Hurst Thomas,First,United States of America,[],[],"['Great Basin' 'the Intermountain West' 'the Great Basin'
 'the Great Basin']",United States,US,NA,,['shoshonean'],,,
349,349,https://doi.org/10.1017/aaq.2018.72,American Antiquity,Articles,the archaeology of serious games: play and pragmatism in victorian-era dining,14 December 2018, January 2019,False,Barbara L. Voss,First,United States of America,['China'],['China'],[],United States,US,NA,,,,,
350,350,https://doi.org/10.1017/aaq.2018.80,American Antiquity,Articles,"every rusty nail is sacred, every rusty nail is good: conflict archaeology, remote sensing, and community engagement at a northwest coast settler fort",01 February 2019, January 2019,True,Mark Axel Tveskov,First,United States of America,['US'],['US'],['the Pacific Ocean'],United States,US,NA,,,['northwest coast'],,
351,351,https://doi.org/10.1017/aaq.2018.80,American Antiquity,Articles,"every rusty nail is sacred, every rusty nail is good: conflict archaeology, remote sensing, and community engagement at a northwest coast settler fort",01 February 2019, January 2019,True,Chelsea Rose,Other,United States of America,['US'],['US'],['the Pacific Ocean'],United States,US,NA,,,['northwest coast'],,
352,352,https://doi.org/10.1017/aaq.2018.80,American Antiquity,Articles,"every rusty nail is sacred, every rusty nail is good: conflict archaeology, remote sensing, and community engagement at a northwest coast settler fort",01 February 2019, January 2019,True,Geoffrey Jones,Other,United States of America,['US'],['US'],['the Pacific Ocean'],United States,US,NA,,,['northwest coast'],,
353,353,https://doi.org/10.1017/aaq.2018.80,American Antiquity,Articles,"every rusty nail is sacred, every rusty nail is good: conflict archaeology, remote sensing, and community engagement at a northwest coast settler fort",01 February 2019, January 2019,True,David Maki,Communication,United States of America,['US'],['US'],['the Pacific Ocean'],United States,US,NA,,,['northwest coast'],,
354,354,https://doi.org/10.1017/aaq.2018.74,American Antiquity,Articles,new evidence of the earliest domestic dogs in the americas,26 December 2018, January 2019,True,Angela Perri,First,United Kingdom,[],['Eurasia' 'Greene County' 'Illinois' 'Pike County' 'Illinois'],['Americas' 'Americas' 'Americas'],United Kingdom,GB,EU,,['americas'],,,
355,355,https://doi.org/10.1017/aaq.2018.74,American Antiquity,Articles,new evidence of the earliest domestic dogs in the americas,26 December 2018, January 2019,True,Chris Widga,Other,United States of America,[],['Eurasia' 'Greene County' 'Illinois' 'Pike County' 'Illinois'],['Americas' 'Americas' 'Americas'],United States,US,NA,,['americas'],,,
356,356,https://doi.org/10.1017/aaq.2018.74,American Antiquity,Articles,new evidence of the earliest domestic dogs in the americas,26 December 2018, January 2019,True,Dennis Lawler,Other,United States of America,[],['Eurasia' 'Greene County' 'Illinois' 'Pike County' 'Illinois'],['Americas' 'Americas' 'Americas'],United States,US,NA,,['americas'],,,
357,357,https://doi.org/10.1017/aaq.2018.74,American Antiquity,Articles,new evidence of the earliest domestic dogs in the americas,26 December 2018, January 2019,True,Terrance Martin,Other,United States of America,[],['Eurasia' 'Greene County' 'Illinois' 'Pike County' 'Illinois'],['Americas' 'Americas' 'Americas'],United States,US,NA,,['americas'],,,
358,358,https://doi.org/10.1017/aaq.2018.74,American Antiquity,Articles,new evidence of the earliest domestic dogs in the americas,26 December 2018, January 2019,True,Thomas Loebel,Other,United States of America,[],['Eurasia' 'Greene County' 'Illinois' 'Pike County' 'Illinois'],['Americas' 'Americas' 'Americas'],United States,US,NA,,['americas'],,,
359,359,https://doi.org/10.1017/aaq.2018.74,American Antiquity,Articles,new evidence of the earliest domestic dogs in the americas,26 December 2018, January 2019,True,Kenneth Farnsworth,Other,United States of America,[],['Eurasia' 'Greene County' 'Illinois' 'Pike County' 'Illinois'],['Americas' 'Americas' 'Americas'],United States,US,NA,,['americas'],,,
360,360,https://doi.org/10.1017/aaq.2018.74,American Antiquity,Articles,new evidence of the earliest domestic dogs in the americas,26 December 2018, January 2019,True,Luci Kohn,Other,United States of America,[],['Eurasia' 'Greene County' 'Illinois' 'Pike County' 'Illinois'],['Americas' 'Americas' 'Americas'],United States,US,NA,,['americas'],,,
361,361,https://doi.org/10.1017/aaq.2018.74,American Antiquity,Articles,new evidence of the earliest domestic dogs in the americas,26 December 2018, January 2019,True,Brent Buenger,Communication,United States of America,[],['Eurasia' 'Greene County' 'Illinois' 'Pike County' 'Illinois'],['Americas' 'Americas' 'Americas'],United States,US,NA,,['americas'],,,
362,362,https://doi.org/10.1017/aaq.2018.81,American Antiquity,Articles,the birch creek canids and dogs as transport labor in the intermountain west,01 February 2019, January 2019,True,Martin H. Welker,First,United States of America,['100'],['the Birch Creek Valley' 'Idaho' 'Birch Creek'],"['the Intermountain West' 'the Intermountain West' 'Great Plains'
 'Great Basin' 'the Intermountain West' 'the Intermountain West']",United States,US,NA,,,"['birch creek', 'the intermountain west']",,
363,363,https://doi.org/10.1017/aaq.2018.81,American Antiquity,Articles,the birch creek canids and dogs as transport labor in the intermountain west,01 February 2019, January 2019,True,David A. Byers,Communication,United States of America,['100'],['the Birch Creek Valley' 'Idaho' 'Birch Creek'],"['the Intermountain West' 'the Intermountain West' 'Great Plains'
 'Great Basin' 'the Intermountain West' 'the Intermountain West']",United States,US,NA,,,"['birch creek', 'the intermountain west']",,
364,364,https://doi.org/10.1017/aaq.2018.79,American Antiquity,Articles,miniature in everything but meaning: a contextual analysis of miniature vessels at homol'ovi i,17 December 2018, January 2019,True,Samantha G. Fladd,First,United States of America,[],['Arizona'],['Southwest'],United States,US,NA,,,,,
365,365,https://doi.org/10.1017/aaq.2018.79,American Antiquity,Articles,miniature in everything but meaning: a contextual analysis of miniature vessels at homol'ovi i,17 December 2018, January 2019,True,Claire S. Barker,Communication,United States of America,[],['Arizona'],['Southwest'],United States,US,NA,,,,,
366,366,https://doi.org/10.1017/aaq.2018.69,American Antiquity,Articles,theory in collaborative indigenous archaeology: insights from mohegan,21 November 2018, January 2019,True,Craig N. Cipolla,First,Canada,[],['Mohegan' 'Uncasville' 'Connecticut'],['North America'],Canada,CA,NA,['mohegan'],,,,
367,367,https://doi.org/10.1017/aaq.2018.69,American Antiquity,Articles,theory in collaborative indigenous archaeology: insights from mohegan,21 November 2018, January 2019,True,James Quinn,Other,United States of America,[],['Mohegan' 'Uncasville' 'Connecticut'],['North America'],United States,US,NA,['mohegan'],,,,
368,368,https://doi.org/10.1017/aaq.2018.69,American Antiquity,Articles,theory in collaborative indigenous archaeology: insights from mohegan,21 November 2018, January 2019,True,Jay Levy,Communication,United States of America,[],['Mohegan' 'Uncasville' 'Connecticut'],['North America'],United States,US,NA,['mohegan'],,,,
370,370,https://doi.org/10.1017/aaq.2018.49,American Antiquity,Articles,a road to zacatecas: fort san juan and the defenses of spanish la florida,16 October 2018, October 2018,True,Robin A. Beck,First,United States of America,['Spain' 'La'],"['Spain' 'La' 'Florida' 'New Spain' 'North Carolina' 'Joara'
 'Fort San Juan' 'Fort San Juan']",['Atlantic' 'the Appalachian Mountains' 'Native South'],United States,US,NA,"['zacatecas', 'fort san juan', 'spanish la florida']",,,,
371,371,https://doi.org/10.1017/aaq.2018.49,American Antiquity,Articles,a road to zacatecas: fort san juan and the defenses of spanish la florida,16 October 2018, October 2018,True,David G. Moore,Other,United States of America,['Spain' 'La'],"['Spain' 'La' 'Florida' 'New Spain' 'North Carolina' 'Joara'
 'Fort San Juan' 'Fort San Juan']",['Atlantic' 'the Appalachian Mountains' 'Native South'],United States,US,NA,"['zacatecas', 'fort san juan', 'spanish la florida']",,,,
372,372,https://doi.org/10.1017/aaq.2018.49,American Antiquity,Articles,a road to zacatecas: fort san juan and the defenses of spanish la florida,16 October 2018, October 2018,True,Christopher B. Rodning,Other,United States of America,['Spain' 'La'],"['Spain' 'La' 'Florida' 'New Spain' 'North Carolina' 'Joara'
 'Fort San Juan' 'Fort San Juan']",['Atlantic' 'the Appalachian Mountains' 'Native South'],United States,US,NA,"['zacatecas', 'fort san juan', 'spanish la florida']",,,,
373,373,https://doi.org/10.1017/aaq.2018.49,American Antiquity,Articles,a road to zacatecas: fort san juan and the defenses of spanish la florida,16 October 2018, October 2018,True,Timothy J. Horsley,Other,United States of America,['Spain' 'La'],"['Spain' 'La' 'Florida' 'New Spain' 'North Carolina' 'Joara'
 'Fort San Juan' 'Fort San Juan']",['Atlantic' 'the Appalachian Mountains' 'Native South'],United States,US,NA,"['zacatecas', 'fort san juan', 'spanish la florida']",,,,
374,374,https://doi.org/10.1017/aaq.2018.49,American Antiquity,Articles,a road to zacatecas: fort san juan and the defenses of spanish la florida,16 October 2018, October 2018,True,Sarah C. Sherwood,Communication,United States of America,['Spain' 'La'],"['Spain' 'La' 'Florida' 'New Spain' 'North Carolina' 'Joara'
 'Fort San Juan' 'Fort San Juan']",['Atlantic' 'the Appalachian Mountains' 'Native South'],United States,US,NA,"['zacatecas', 'fort san juan', 'spanish la florida']",,,,
375,375,https://doi.org/10.1017/aaq.2018.56,American Antiquity,Articles,"the evolution of material wealth-based inequality: the record of housepit 54, bridge river, british columbia",16 October 2018, October 2018,True,Anna Marie Prentiss,First,United States of America,[],['British Columbia' 'Malthusian'],['Bridge River'],United States,US,NA,"['bridge river', 'british columbia']",,,,
376,376,https://doi.org/10.1017/aaq.2018.56,American Antiquity,Articles,"the evolution of material wealth-based inequality: the record of housepit 54, bridge river, british columbia",16 October 2018, October 2018,True,Thomas A. Foor,Other,United States of America,[],['British Columbia' 'Malthusian'],['Bridge River'],United States,US,NA,"['bridge river', 'british columbia']",,,,
377,377,https://doi.org/10.1017/aaq.2018.56,American Antiquity,Articles,"the evolution of material wealth-based inequality: the record of housepit 54, bridge river, british columbia",16 October 2018, October 2018,True,Ashley Hampton,Other,United States of America,[],['British Columbia' 'Malthusian'],['Bridge River'],United States,US,NA,"['bridge river', 'british columbia']",,,,
378,378,https://doi.org/10.1017/aaq.2018.56,American Antiquity,Articles,"the evolution of material wealth-based inequality: the record of housepit 54, bridge river, british columbia",16 October 2018, October 2018,True,Ethan Ryan,Other,United States of America,[],['British Columbia' 'Malthusian'],['Bridge River'],United States,US,NA,"['bridge river', 'british columbia']",,,,
379,379,https://doi.org/10.1017/aaq.2018.56,American Antiquity,Articles,"the evolution of material wealth-based inequality: the record of housepit 54, bridge river, british columbia",16 October 2018, October 2018,True,Matthew J. Walsh,Communication,Denmark,[],['British Columbia' 'Malthusian'],['Bridge River'],Denmark,DK,EU,"['bridge river', 'british columbia']",,,,
380,380,https://doi.org/10.1017/aaq.2018.32,American Antiquity,Articles,theoretical and socioecological consequences of fire foodways,16 October 2018, October 2018,True,Alan P. Sullivan  III,First,United States of America,[],['Arizona'],['the Upper Basin'],United States,US,NA,,,,,
381,381,https://doi.org/10.1017/aaq.2018.32,American Antiquity,Articles,theoretical and socioecological consequences of fire foodways,16 October 2018, October 2018,True,Philip B. Mink  II,Communication,United States of America,[],['Arizona'],['the Upper Basin'],United States,US,NA,,,,,
382,382,https://doi.org/10.1017/aaq.2018.48,American Antiquity,Articles,kinship and community in the northern southwest: chaco and beyond,16 October 2018, October 2018,False,John Ware,First,United States of America,[],['Pueblo Bonito' 'New Mexico' 'Chaco' 'Colorado Plateau'],['Chaco Canyon' 'Southwest'],United States,US,NA,['chaco'],,['the northern southwest'],,
383,383,https://doi.org/10.1017/aaq.2018.47,American Antiquity,Articles,"estimating marine reservoir effects in archaeological chronologies: comparing δr calculations in prince rupert harbour, british columbia, canada",16 October 2018, October 2018,True,Andrew Martindale,First,Canada,['Canada'],['British Columbia' 'Canada'],[],Canada,CA,NA,"['prince rupert harbour', 'british columbia', 'canada']",,,,
384,384,https://doi.org/10.1017/aaq.2018.47,American Antiquity,Articles,"estimating marine reservoir effects in archaeological chronologies: comparing δr calculations in prince rupert harbour, british columbia, canada",16 October 2018, October 2018,True,Gordon T. Cook,Other,United Kingdom,['Canada'],['British Columbia' 'Canada'],[],United Kingdom,GB,EU,"['prince rupert harbour', 'british columbia', 'canada']",,,,
385,385,https://doi.org/10.1017/aaq.2018.47,American Antiquity,Articles,"estimating marine reservoir effects in archaeological chronologies: comparing δr calculations in prince rupert harbour, british columbia, canada",16 October 2018, October 2018,True,Iain McKechnie,Other,Canada,['Canada'],['British Columbia' 'Canada'],[],Canada,CA,NA,"['prince rupert harbour', 'british columbia', 'canada']",,,,
386,386,https://doi.org/10.1017/aaq.2018.47,American Antiquity,Articles,"estimating marine reservoir effects in archaeological chronologies: comparing δr calculations in prince rupert harbour, british columbia, canada",16 October 2018, October 2018,True,Kevan Edinborough,Other,United Kingdom,['Canada'],['British Columbia' 'Canada'],[],United Kingdom,GB,EU,"['prince rupert harbour', 'british columbia', 'canada']",,,,
387,387,https://doi.org/10.1017/aaq.2018.47,American Antiquity,Articles,"estimating marine reservoir effects in archaeological chronologies: comparing δr calculations in prince rupert harbour, british columbia, canada",16 October 2018, October 2018,True,Ian Hutchinson,Other,Canada,['Canada'],['British Columbia' 'Canada'],[],Canada,CA,NA,"['prince rupert harbour', 'british columbia', 'canada']",,,,
388,388,https://doi.org/10.1017/aaq.2018.47,American Antiquity,Articles,"estimating marine reservoir effects in archaeological chronologies: comparing δr calculations in prince rupert harbour, british columbia, canada",16 October 2018, October 2018,True,Morley Eldridge,Other,Canada,['Canada'],['British Columbia' 'Canada'],[],Canada,CA,NA,"['prince rupert harbour', 'british columbia', 'canada']",,,,
389,389,https://doi.org/10.1017/aaq.2018.47,American Antiquity,Articles,"estimating marine reservoir effects in archaeological chronologies: comparing δr calculations in prince rupert harbour, british columbia, canada",16 October 2018, October 2018,True,Kisha Supernant,Other,Canada,['Canada'],['British Columbia' 'Canada'],[],Canada,CA,NA,"['prince rupert harbour', 'british columbia', 'canada']",,,,
390,390,https://doi.org/10.1017/aaq.2018.47,American Antiquity,Articles,"estimating marine reservoir effects in archaeological chronologies: comparing δr calculations in prince rupert harbour, british columbia, canada",16 October 2018, October 2018,True,Kenneth M. Ames,Communication,United States of America,['Canada'],['British Columbia' 'Canada'],[],United States,US,NA,"['prince rupert harbour', 'british columbia', 'canada']",,,,
391,391,https://doi.org/10.1017/aaq.2018.33,American Antiquity,Articles,use-alteration analysis of fire-cracked rocks,16 October 2018, October 2018,False,Fernanda Neubauer,First,United States of America,[],['Michigan'],['Grand Island' 'Upper Peninsula' 'earth'],United States,US,NA,,,,,
398,398,https://doi.org/10.1017/aaq.2018.12,American Antiquity,Articles,"drinking performance and politics in pueblo bonito, chaco canyon",26 April 2018, July 2018,False,Patricia L. Crown,First,United States of America,[],['Chaco'],[],United States,US,NA,['pueblo bonito'],,['chaco canyon'],,
399,399,https://doi.org/10.1017/aaq.2018.16,American Antiquity,Articles,the archaeology of home: qiaoxiang and nonstate actors in the archaeology of the chinese diaspora,03 May 2018, July 2018,True,Barbara L. Voss,First,United States of America,['China' 'China'],"['China' 'China' 'qiaoxiang' 'Qiaoxiang' 'Gaobei' 'Jingdezhen'
 'Guangdong Province' 'Jiangxi Province' 'the United States' 'qiaoxiang']",['Pearl River Delta' 'Europe'],United States,US,NA,,['chinese'],,,
400,400,https://doi.org/10.1017/aaq.2018.16,American Antiquity,Articles,the archaeology of home: qiaoxiang and nonstate actors in the archaeology of the chinese diaspora,03 May 2018, July 2018,True,J. Ryan Kennedy,Other,United States of America,['China' 'China'],"['China' 'China' 'qiaoxiang' 'Qiaoxiang' 'Gaobei' 'Jingdezhen'
 'Guangdong Province' 'Jiangxi Province' 'the United States' 'qiaoxiang']",['Pearl River Delta' 'Europe'],United States,US,NA,,['chinese'],,,
401,401,https://doi.org/10.1017/aaq.2018.16,American Antiquity,Articles,the archaeology of home: qiaoxiang and nonstate actors in the archaeology of the chinese diaspora,03 May 2018, July 2018,True,Jinhua (Selia) Tan,Other,United States of America,['China' 'China'],"['China' 'China' 'qiaoxiang' 'Qiaoxiang' 'Gaobei' 'Jingdezhen'
 'Guangdong Province' 'Jiangxi Province' 'the United States' 'qiaoxiang']",['Pearl River Delta' 'Europe'],United States,US,NA,,['chinese'],,,
